,,0201,Depósitos en bancos locales-ML,,
,,,,,
,,0202,Depósitos en bancos locales-ME,,
,,,,,
,,0301,Depósitos en bancos de inversión -ML,,
,,,,,
,,0302,Depósitos en bancos de inversión -ME,,
,,,,,
,,0401,Depósitos en otras entidades del Sistema Financiero-ML,,
,,,,,
,,0402,Depósitos en otras entidades del Sistema Financiero-ME,,
,,,,,
,,0501,Depósitos en bancos extranjeros -ML,,
,,,,,
,,0502,Depósitos en bancos extranjeros -ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
112,,,OPERACIONES CON PACTO DE RETROVENTA,,
,,,,,
1121,,,OPERACIONES CON PACTO DE RETROVENTA,,
,,,,,
,01,,OPERACIONES DE REPORTO CON EL BANCO CENTRAL DE RESERVA,,
,,,,,
,,0101,Emitidos por el Banco Central de Reserva - ML,,
,,,,,
,,0102,Emitidos por el Banco Central de Reserva - ME,,
,,,,,
,,0201,Emitidos por entidades del Estado - ML,,
,,,,,
,,0202,Emitidos por entidades del Estado - ME,,
,,,,,
,,0301,Emitidos por empresas privadas - ML,,
,,,,,
,,0302,Emitidos por empresas privadas - ME,,
,,,,,
,,0401,Emitidos por bancos de inversión -ML,,
,,,,,
,,0402,Emitidos por bancos de inversión -ME,,
,,,,,
,,0501,Emitidos por bancos - ML,,
,,,,,
,,0502,Emitidos por bancos - ME,,
,,,,,
,,0601,Emitidos por otras entidades del Sistema Financiero - ML,,
,,,,,
,,0602,Emitidos por otras entidades del Sistema Financiero - ME,,
,,,,,
,,0701,Emitidos por entidades del extranjero - ML,,
,,,,,
,,0702,Emitidos por entidades del extranjero - ME,,
,,,,,
,,0801,Emitidos por el Instituto de Garantía de Depósitos -ML,,
,,,,,
,,0802,Emitidos por el Instituto de Garantía de Depósitos -ME,,
,,,,,
,,0901,Emitidos por fondos de titularización-ML,,
,,,,,
,,0902,Emitidos por fondos de titularización-ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,02,,OPERACIONES DE REPORTO CON ENTIDADES DEL ESTADO,,
,,,,,
,03,,OPERACIONES DE REPORTO CON EMPRESAS PRIVADAS,,
,,,,,
,04,,OPERACIONES DE REPORTO CON PARTICULARES,,
,,,,,
,05,,OPERACIONES DE REPORTO CON BANCOS LOCALES,,
,,,,,
,06,,OPERACIONES DE REPORTO CON OTRAS ENTIDADES DEL SISTEMA FINANCIERO,,
,,,,,
,07,,OPERACIONES DE REPORTO CON BANCOS DE INVERSIÓN,,
,,,,,
,08,,OPERACIONES BURSÁTILES,,
,,,,,
,09,,OPERACIONES DE REPORTO CON BANCOS EXTRANJEROS,,
,,,,,
113,,,INSTRUMENTOS FINANCIEROS DE INVERSIÓN,,
,,,,,
1130,,,A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS (VRCR),,
,,,,,
,01,,MANTENIDOS PARA NEGOCIAR  DE DEUDA DISTINTOS A DERIVADOS,,
,,,,,
,,0101,Emitidos por el Banco Central de Reserva - ML,,
,,,,,
,,0102,Emitidos por el Banco Central de Reserva - ME,,
,,,,,
,,0201,Emitidos por el Estado - ML,,
,,,,,
,,0202,Emitidos por el Estado - ME,,
,,,,,
,,0301,Emitidos por empresas privadas - ML,,
,,,,,
,,0302,Emitidos por empresas privadas - ME,,
,,,,,
,,0401,Emitidos por bancos de inversión -ML,,
,,,,,
,,0402,Emitidos por bancos de inversión -ME,,
,,,,,
,,0501,Emitidos por bancos - ML,,
,,,,,
,,0502,Emitidos por bancos - ME,,
,,,,,
,,0601,Emitidos por otras entidades del Sistema Financiero - ML,,
,,,,,
,,0602,Emitidos por otras entidades del Sistema Financiero - ME,,
,,,,,
,,0701,Emitidos por instituciones extranjeras - ML,,
,,,,,
,,0702,Emitidos por instituciones extranjeras - ME,,
,,,,,
,,0801,Emitidos por el Instituto de Garantía de Depósitos -  ML,,
,,,,,
,,0802,Emitidos por el Instituto de Garantía de Depósitos - ME,,
,,,,,
,,9801,Ajustes por fluctuación de valor razonable-ML,,
,,,,,
,,9802,Ajustes por fluctuación de valor razonable-ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,02,,MANTENIDOS PARA NEGOCIAR DERIVADOS,,
,,,,,
,,0101,Forward-ML,,
,,,,,
,,0102,Forward-ME,,
,,,,,
,,0201,Swaps-ML,,
,,,,,
,,0202,Swaps-ME,,
,,,,,
,,0301,Opciones-ML,,
,,,,,
,,0302,Opciones-ME,,
,,,,,
,03,,DE DEUDA DESIGNADOS A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS,,
,,,,,
1131,,,A VALOR RAZONABLE CON CAMBIOS EN OTRO RESULTADO INTEGRAL (VRORI),,
,,,,,
,01,,INSTRUMENTOS REPRESENTATIVOS DE DEUDA,,
,,,,,
1132,,,DERIVADOS FINANCIEROS PARA COBERTURAS,,
,,,,,
,01,,COBERTURAS DE VALOR RAZONABLE,,
,,,,,
,02,,COBERTURAS DE FLUJOS DE EFECTIVO,,
,,,,,
1134,,,A COSTO AMORTIZADO,,
,,,,,
,00,,INSTRUMENTOS DE DEUDA CON PRECIO COTIZADO,,
,,,,,
,,0101,Emitidos por el Banco Central de Reserva - ML,,
,,,,,
,,0102,Emitidos por el Banco Central de Reserva - ME,,
,,,,,
,,0201,Emitidos por el Estado - ML,,
,,,,,
,,0202,Emitidos por el Estado - ME,,
,,,,,
,,0301,Emitidos por empresas privadas - ML,,
,,,,,
,,0302,Emitidos por empresas privadas - ME,,
,,,,,
,,0401,Emitidos por bancos de inversión -ML,,
,,,,,
,,0402,Emitidos por bancos de inversión -ME,,
,,,,,
,,0501,Emitidos por bancos - ML,,
,,,,,
,,0502,Emitidos por bancos - ME,,
,,,,,
,,0601,Emitidos por otras entidades del Sistema Financiero - ML,,
,,,,,
,,0602,Emitidos por otras entidades del Sistema Financiero - ME,,
,,,,,
,,0701,Emitidos por instituciones extranjeras - ML,,
,,,,,
,,0702,Emitidos por instituciones extranjeras - ME,,
,,,,,
,,0801,Emitidos por el Instituto de Garantía de Depósitos -  ML,,
,,,,,
,,0802,Emitidos por el Instituto de Garantía de Depósitos - ME,,
,,,,,
,,9801,Ajustes por deterioro de valor - ML,,
,,,,,
,,9802,Ajustes por deterioro de valor - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,01,,INSTRUMENTOS DE DEUDA SIN PRECIO COTIZADO,,
,,,,,
1138,,,INSTRUMENTOS FINANCIEROS RESTRINGIDOS,,
,,,,,
,01,,A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS,,
,,,,,
,,0101,Mantenidos para negociar distintos a derivados - ML,,
,,,,,
,,0102,Mantenidos para negociar distintos a derivados - ME,,
,,,,,
,,0201,Designados a valor razonable con cambios en resultados - ML,,
,,,,,
,,0202,Designados a valor razonable con cambios en resultados - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,02,,A VALOR RAZONABLE CON CAMBIOS EN ORI,,
,,,,,
,,0101,Instrumentos representativos de deuda - ML,,
,,,,,
,,0102,Instrumentos representativos de deuda - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,03,,A COSTO AMORTIZADO,,
,,,,,
,,0101,Instrumentos de deuda con precio cotizado - ML,,
,,,,,
,,0102,Instrumentos de deuda con precio cotizado - ME,,
,,,,,
,,0201,Instrumentos de deuda sin precio cotizado - ML,,
,,,,,
,,0202,Instrumentos de deuda sin precio cotizado - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
114,,,PRÉSTAMOS,,
,,,,,
1141,,,PRÉSTAMOS PACTADOS HASTA UN AÑO PLAZO,,
,,,,,
,01,,PRÉSTAMOS A ENTIDADES DEL ESTADO,,
,,,,,
,,0101,Otorgamientos originales - ML,,
,,,,,
,,0102,Otorgamientos originales - ME,,
,,,,,
,,0201,Refinanciados  - ML,,
,,,,,
,,0202,Refinanciados - ME,,
,,,,,
,,0301,Reestructurados - ML,,
,,,,,
,,0302,Reestructurados - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,02,,PRÉSTAMOS A EMPRESAS PRIVADAS,,
,,,,,
,03,,PRÉSTAMOS A PARTICULARES,,
,,,,,
,04,,PRÉSTAMOS A BANCOS,,
,,,,,
,05,,PRÉSTAMOS A OTRAS ENTIDADES DEL SISTEMA,,
,,,,,
,06,,PRÉSTAMOS A AGENCIAS Y SUBSIDIARIAS EN EL EXTRANJERO,,
,,,,,
,07,,PRÉSTAMOS A EMPRESAS NO DOMICILIADAS,,
,,,,,
,,0101,Otorgamientos originales - ML,,
,,,,,
,,0102,Otorgamientos originales -  ME,,
,,,,,
,,0201,Refinanciados  - ML,,
,,,,,
,,0202,Refinanciados - ME,,
,,,,,
,,0301,Reestructurados - ML,,
,,,,,
,,0302,Reestructurados - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,08,,PRÉSTAMOS A BANCOS DE INVERSIÓN,,
,,,,,
,,0101,Para cubrir déficit de caja - ML,,
,,,,,
,,0102,Para cubrir déficit de caja - ME,,
,,,,,
,,0301,Préstamos convertibles en acciones - ML,,
,,,,,
,,0302,Préstamos convertibles en acciones - ME,,
,,,,,
,,0401,Otorgamientos originales - ML,,
,,,,,
,,0402,Otorgamientos originales - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
,99,,DESEMBOLSOS Y RECUPERACIONES POR APLICAR,,
,,,,,
,,0101,Desembolsos por aplicar - ML,,
,,,,,
,,0102,Desembolsos por aplicar- ME,,
,,,,,
,,0201,Recuperaciones por aplicar - ML,,
,,,,,
,,0202,Recuperaciones por  aplicar - ME,,
,,,,,
1142,,,PRÉSTAMOS PACTADOS A MÁS DE UN AÑO PLAZO,,
,,,,,
,01,,PRÉSTAMOS A ENTIDADES DEL ESTADO,,
,,,,,
,02,,PRÉSTAMOS A EMPRESAS PRIVADAS,,
,,,,,
,03,,PRÉSTAMOS A PARTICULARES,,
,,,,,
,04,,PRÉSTAMOS A BANCOS,,
,,,,,
,05,,PRÉSTAMOS A OTRAS ENTIDADES DEL SISTEMA,,
,,,,,
,06,,PRÉSTAMOS A AGENCIAS Y SUBSIDIARIAS EN EL EXTRANJERO,,
,,,,,
,07,,PRÉSTAMOS A EMPRESAS NO DOMICILIADAS,,
,,,,,
,08,,PRÉSTAMOS A BANCOS DE INVERSIÓN,,
,,,,,
,,0101,Préstamos convertibles en acciones - ML,,
,,,,,
,,0102,Préstamos convertibles en acciones - ME,,
,,,,,
,,0401,Otorgamientos originales - ML,,
,,,,,
,,0402,Otorgamientos originales - ME,,
,,,,,
,,9901,Intereses y otros por cobrar - ML,,
,,,,,
,,9902,Intereses y otros por cobrar - ME,,
,,,,,
1148,,,PRÉSTAMOS VENCIDOS,,
,,,,,
,01,,PRÉSTAMOS A ENTIDADES DEL ESTADO,,
,,,,,
,02,,PRÉSTAMOS A EMPRESAS PRIVADAS,,
,,,,,
,03,,PRÉSTAMOS A PARTICULARES,,
,,,,,
,04,,PRÉSTAMOS A BANCOS,,
,,,,,
,05,,PRÉSTAMOS A OTRAS ENTIDADES DEL SISTEMA,,
,,,,,
,06,,PRÉSTAMOS A AGENCIAS Y SUBSIDIARIAS EN EL EXTRANJERO,,
,,,,,
,07,,PRÉSTAMOS A EMPRESAS NO DOMICILIADAS,,
,,,,,
,08,,PRÉSTAMOS A BANCOS DE INVERSIÓN,,
,,,,,
,99,,RECUPERACIONES DE PRÉSTAMOS EN COBRO JUDICIAL,,
,,,,,
1149,,,PROVISIÓN PARA INCOBRABILIDAD DE PRÉSTAMOS,,
,,,,,
,01,,PROVISIÓN PARA INCOBRABILIDAD DE PRÉSTAMOS,,
,,,,,
,,0101,Provisiones por categoría de riesgo - ML,,
,,,,,
,,0102,Provisiones por categoría de riesgo - ME,,
,,,,,
,,0201,Provisiones por exceso de créditos relacionados - ML,,
,,,,,
,,0202,Provisiones por exceso de créditos relacionados - ME,,
,,,,,
,,0301,Provisiones voluntarias - ML,,
,,,,,
,,0302,Provisiones voluntarias - ME,,
,,,,,
,,0401,Provisiones restringidas - ML,,
,,,,,
,,0402,Provisiones restringidas - ME,,
,,,,,
,,0501,Provisión por riesgo de manejo de la cartera - ML,,
,,,,,
,,0502,Provisión por riesgo de manejo de la cartera - ME,,
,,,,,
,,0601,Provisiones genéricas - ML,,
,,,,,
,,0602,Provisiones genéricas - ME,,
,,,,,
,,0701,Provisiones por riesgos de calificación de deudores - ML,,
,,,,,
,,0702,Provisiones por riesgos de calificación de deudores - ME,,
,,,,,
,,0801,Provisiones especiales -ML,,
,,,,,
,,0802,Provisiones especiales -ME,,
,,,,,
12,,,OTROS ACTIVOS,,
,,,,,
121,,,SALDOS ENTRE COMPAÑÍAS,,
,,,,,
1210,,,SALDOS ENTRE COMPAÑÍAS,,
,,,,,
,00,,SALDOS ENTRE COMPAÑÍAS,,
,,,,,
,,0101,Saldos con agencias nacionales - ML,,
,,,,,
,,0102,Saldos con agencias nacionales - ME,,
,,,,,
,,0201,Saldos con agencias extranjeras - ML,,
,,,,,
,,0202,Saldos con agencias extranjeras - ME,,
,,,,,
,,0301,Saldos con subsidiarias nacionales - ML,,
,,,,,
,,0302,Saldos con subsidiarias nacionales - ME,,
,,,,,
,,0401,Saldos con subsidiarias extranjeras - ML,,
,,,,,
,,0402,Saldos con subsidiarias extranjeras - ME,,
,,,,,
,,0501,Saldos con bancos extranjeros – ML,,
,,,,,
,,0502,Saldos con bancos extranjeros – ME,,
,,,,,
122,,,BIENES RECIBIDOS EN PAGO O ADJUDICADOS,,
,,,,,
1220,,,BIENES RECIBIDOS EN PAGO O ADJUDICADOS,,
,,,,,
,01,,BIENES INMUEBLES,,
,,,,,
,,0101,Urbanos,,
,,,,,
,,0201,Rústicos,,
,,,,,
,,0301,Saldo a cargo de deudores,,
,,,,,
,02,,BIENES MUEBLES,,
,,,,,
,,0001,Bienes muebles,,
,,,,,
,,0301,Saldo a cargo de deudores,,
,,,,,
,03,,INSTRUMENTOS FINANCIEROS,,
,,,,,
,,0101,De deuda - ML,,
,,,,,
,,0102,De deuda - ME,,
,,,,,
,,0201,De patrimonio - ML,,
,,,,,
,,0202,De patrimonio - ME,,
,,,,,
,,0301,Saldo a cargo de deudores,,
,,,,,
,04,,CONSTRUCCIONES EN PROCESO,,
,,,,,
,,0001,Construcciones en proceso,,
,,,,,
123,,,EXISTENCIAS,,
,,,,,
1230,,,EXISTENCIAS,,
,,,,,
,01,,CRIPTOMONEDAS VOLÁTILES,,
,,,,,
,,0101,Bitcoin,,
,,,,,
,,0201,Ethereum,,
,,,,,
,02,,CRIPTOMONEDAS ESTABLES,,
,,,,,
,,0101,USDT (Tether),,
,,,,,
,,0201,USDC,,
,,,,,
,03,,BIENES PARA LA VENTA,,
,,,,,
,,0101,Chequeras,,
,,,,,
,,0201,Tarjetas de crédito,,
,,,,,
,,0301,Otros,,
,,,,,
,04,,BIENES PARA CONSUMO,,
,,,,,
,,0101,Papelería, útiles y enseres,
,,,,,
,,0201,Especies postales,,
,,,,,
,,0301,Otros,,
,,,,,
124,,,GASTOS PAGADOS POR ANTICIPADO,,
,,,,,
1240,,,GASTOS PAGADOS POR ANTICIPADO,,
,,,,,
,01,,SEGUROS,,
,,,,,
,,0101,Sobre personas,,
,,,,,
,,0201,Sobre bienes,,
,,,,,
,,0301,Sobre riesgos de intermediación,,
,,,,,
,04,,INTERESES Y COMISIONES PAGADAS POR ANTICIPADO,,
,,,,,
,,0101,Intereses pagados por anticipado - ML,,
,,,,,
,,0102,Intereses pagados por anticipado - ME,,
,,,,,
,,0201,Comisiones pagadas por anticipado - ML,,
,,,,,
,,0202,Comisiones pagadas por anticipado - ME,,
,,,,,
,07,,MEMBRESÍAS,,
,,,,,
,,0101,Membresías,,
,,,,,
,08,,SERVICIOS,,
,,,,,
,,0101,Servicios,,
,,,,,
,99,,OTROS CARGOS DIFERIDOS,,
,,,,,
,,0101,Costos de publicidad,,
,,,,,
,,0201,Prestaciones al personal,,
,,,,,
,,0301,Suscripciones,,
,,,,,
,,0401,Contratos de mantenimiento,,
,,,,,
,,0501,Costos de pre-emisión de instrumentos financieros,,
,,,,,
,,0901,Otros,,
,,,,,
125,,,CUENTAS POR COBRAR,,
,,,,,
1250,,,CUENTAS POR COBRAR,,
,,,,,
,01,,PAGOS POR CUENTA AJENA,,
,,,,,
,,0101,Gastos de cartas de crédito - ML,,
,,,,,
,,0102,Gastos de cartas de crédito - ME,,
,,,,,
,,0201,Gastos de otras operaciones - ML,,
,,,,,
,,0202,Gastos de otras operaciones - ME,,
,,,,,
,,0301,Costas procesales,,
,,,,,
,,0401,Otros deudores,,
,,,,,
,02,,COMISIONES SERVICIOS FINANCIEROS,,
,,,,,
,,0101,Administración de activos,,
,,,,,
,,0201,Almacenajes por percibir,,
,,,,,
,,0301,Servicios de caja por percibir,,
,,,,,
,,0401,Trámites jurídicos por percibir,,
,,,,,
,,0501,Otros servicios financieros- ML,,
,,,,,
,,0502,Otros servicios financieros- ME,,
,,,,,
,,0601,Por otorgamiento de garantías financieras-ML,,
,,,,,
,,0701,Por aperturas de cartas de crédito,,
,,,,,
,,0801,Por confirmaciones de cartas de crédito,,
,,,,,
,,0901,Por adquirencia,,
,,,,,
,,1001,Por intercambio,,
,,,,,
,,1101,Por emisión de instrumentos financieros derivados,,
,,,,,
,,1102,Por emisión de instrumentos financieros derivados,,
,,,,,
,03,,ANTICIPOS,,
,,,,,
,,0101,Al personal - ML,,
,,,,,
,,0102,Al personal - ME,,
,,,,,
,,0201,A proveedores - ML,,
,,,,,
,,0202,A proveedores - ME,,
,,,,,
,,9701,Otros-ML,,
,,,,,
,,9702,Otros-ME,,
,,,,,
,04,,VENTAS DE ACTIVOS FINANCIEROS,,
,,,,,
,,0101,Instrumentos financieros de inversión-ML,,
,,,,,
,,0102,Instrumentos financieros de inversión-ME,,
,,,,,
,05,,ADQUIRENCIA,,
,,,,,
,,0101,Entidades adquirentes,,
,,,,,
,06,,INTERCAMBIO,,
,,,,,
,,0101,Locales,,
,,,,,
,,0201,Internacionales,,
,,,,,
,07,,ADMINISTRACIÓN DE ACTIVOS,,
,,,,,
,,0101,Préstamos,,
,,,,,
,,0201,Tarjeta de crédito,,
,,,,,
,,0301,Extrafinanciamientos,,
,,,,,
,,9701,Otros,,
,,,,,
,08,,RECAUDADORES,,
,,,,,
,,0101,Entidades financieras,,
,,,,,
,,9701,Otras,,
,,,,,
,09,,DIVIDENDOS,,
,,,,,
,,0101,Subsidiarias,,
,,,,,
,,0201,Negocios conjuntos,,
,,,,,
,,9701,Otros,,
,,,,,
,99,,OTRAS,,
,,,,,
,,0101,Faltantes de cajeros - ML,,
,,,,,
,,0102,Faltantes de cajeros - ME,,
,,,,,
,,0201,Otros faltantes,,
,,,,,
,,0301,Crédito Fiscal - IVA,,
,,,,,
,,9101,Otras - ML,,
,,,,,
,,9102,Otras - ME,,
,,,,,
1251,,,IMPUESTOS,,
,,,,,
,01,,IMPUESTO SOBRE LAS GANANCIAS CORRIENTE,,
,,,,,
,,0101,Pago a cuenta,,
,,,,,
,,0201,Impuesto retenido,,
,,,,,
,,0301,Remanente de impuesto a las ganancias,,
,,,,,
,02,,IMPUESTO SOBRE LAS GANANCIAS DIFERIDO,,
,,,,,
,,0101,Activos por impuestos diferidos,,
,,,,,
,,9701,Otros,,
,,,,,
1259,,,ESTIMACIÓN DE PÉRDIDA POR DETERIORO DE VALOR,,
,,,,,
,00,,Estimación de pérdida por deterioro de valor,,
,,,,,
,,0001,Estimación de pérdida por deterioro de valor,,
,,,,,
126,,,INVERSIONES EN ACCIONES, DERECHOS Y PARTICIPACIONES,
,,,,,
1260,,,INVERSIONES EN ACCIONES, DERECHOS Y PARTICIPACIONES,
,,,,,
,01,,INVERSIONES CONJUNTAS,,
,,,,,
,,0101,En sociedades nacionales -  valor de adquisición- ML,,
,,,,,
,,0102,En sociedades nacionales -  valor de adquisición- ME,,
,,,,,
,,0201,En sociedades extranjeras - valor de adquisición-ML,,
,,,,,
,,0202,En sociedades extranjeras - valor de adquisición-ME,,
,,,,,
,,9801,En sociedades nacionales - revaluación y deterioro -ML,,
,,,,,
,,9802,En sociedades nacionales - revaluación y deterioro -ME,,
,,,,,
,02,,SUBSIDIARIAS,,
,,,,,
,,0101,En sociedades nacionales - valor de adquisición-ML,,
,,,,,
,,0102,En sociedades nacionales - valor de adquisición-ME,,
,,,,,
,,0201,En sociedades extranjeras - valor de adquisición-ML,,
,,,,,
,,0202,En sociedades extranjeras - valor de adquisición-ME,,
,,,,,
,,9801,En sociedades nacionales - revaluación y deterioro-ML,,
,,,,,
,,9802,En sociedades nacionales - revaluación y deterioro-ME,,
,,,,,
,03,,PARTICIPACIONES Y OTROS DERECHOS,,
,,,,,
,,0101,Participaciones - valor de adquisición-ML,,
,,,,,
,,0102,Participaciones - valor de adquisición-ME,,
,,,,,
,,9801,Participaciones - revaluación y deterioro-ML,,
,,,,,
,,9802,Participaciones - revaluación y deterioro-ME,,
,,,,,
,04,,BANCOS EXTRANJEROS,,
,,,,,
,,0101,Bancos extranjeros - valor de adquisición - ML,,
,,,,,
,,0102,Bancos extranjeros - valor de adquisición - ME,,
,,,,,
,,9801,Bancos extranjeros - revaluación y deterioro  - ML,,
,,,,,
,,9802,Bancos extranjeros - revaluación y deterioro  - ME,,
,,,,,
1261,,,PLUSVALÍA COMPRADA,,
,,,,,
,01,,Plusvalía comprada,,
,,,,,
,,0102,Inversiones conjuntas,,
,,,,,
,,0201,Subsidiarias,,
,,,,,
,,0301,Bancos extranjeros,,
,,,,,
,,0401,Participaciones y otros derechos,,
,,,,,
,,9701,Otros,,
,,,,,
127,,,ACTIVOS MANTENIDOS PARA LA VENTA,,
,,,,,
1270,,,ACTIVOS MANTENIDOS PARA LA VENTA,,
,,,,,
,01,,ACTIVOS DE LARGO PLAZO,,
,,,,,
,,0101,Propiedades y Equipo,,
,,,,,
,,0201,Activos Intangibles,,
,,,,,
,,9701,Otros,,
,,,,,
,02,,OPERACIONES DISCONTINUADAS,,
,,,,,
,,0101,Subsidiarias,,
,,,,,
,,0201,Negocios conjuntos,,
,,,,,
,,0301,Grupo de activos en desapropiación,,
,,,,,
13,,,ACTIVOS FÍSICOS E INTANGIBLES,,
,,,,,
131,,,PROPIEDADES NO DEPRECIABLES,,
,,,,,
1310,,,PROPIEDADES NO DEPRECIABLES,,
,,,,,
,01,,TERRENOS,,
,,,,,
,,0101,Terrenos - valor de adquisición,,
,,,,,
,,9801,Terrenos - revalúo,,
,,,,,
,02,,CONSTRUCCIONES EN PROCESO,,
,,,,,
,,0101,Inmuebles,,
,,,,,
,,0201,Muebles,,
,,,,,
132,,,PROPIEDADES Y EQUIPOS DEPRECIABLES,,
,,,,,
1320,,,DEPRECIABLES,,
,,,,,
,01,,EDIFICACIONES,,
,,,,,
,,0101,Edificaciones - valor de adquisición,,
,,,,,
,,0201,Edificaciones en arrendamiento operativo,,
,,,,,
,,9801,Edificaciones - revalúo,,
,,,,,
,02,,EQUIPO DE COMPUTACIÓN,,
,,,,,
,,0101,Equipo de computación - valor de adquisición,,
,,,,,
,,0201,Equipo de Computación en arrendamiento operativo,,
,,,,,
,,9801,Equipo de computación - revalúo,,
,,,,,
,03,,EQUIPO DE OFICINA,,
,,,,,
,,0101,Equipo de oficina - valor de adquisición,,
,,,,,
,,0201,Equipo de oficina en arrendamiento operativo,,
,,,,,
,,9801,Equipo de oficina - revalúo,,
,,,,,
,04,,MOBILIARIO,,
,,,,,
,,0101,Mobiliario - valor de adquisición,,
,,,,,
,,0201,Mobiliario en arrendamiento operativo,,
,,,,,
,,9801,Mobiliario - revalúo,,
,,,,,
,05,,VEHÍCULOS,,
,,,,,
,,0101,Vehículos - valor de adquisición,,
,,,,,
